cell_id,Library,Well,Hours,Media,Mapped.Fragments
CELL_2720,LIB_2720,WELL_2720,72,DM,2685439
CELL_2721,LIB_2721,WELL_2721,0,GM,3412737
CELL_2722,LIB_2722,WELL_2722,24,DM,2458042
CELL_2723,LIB_2723,WELL_2723,48,GM,4222969
CELL_2724,LIB_2724,WELL_2724,72,DM,1041835
CELL_2725,LIB_2725,WELL_2725,0,GM,3899781
CELL_2726,LIB_2726,WELL_2726,24,DM,4745171
CELL_2727,LIB_2727,WELL_2727,48,GM,3500327
CELL_2728,LIB_2728,WELL_2728,72,DM,1110981
CELL_2729,LIB_2729,WELL_2729,0,GM,3636843
CELL_2730,LIB_2730,WELL_2730,24,DM,4758687
CELL_2731,LIB_2731,WELL_2731,48,GM,4773782
CELL_2732,LIB_2732,WELL_2732,72,DM,2523779
CELL_2733,LIB_2733,WELL_2733,0,GM,4070897
CELL_2734,LIB_2734,WELL_2734,24,DM,4402966
CELL_2735,LIB_2735,WELL_2735,48,GM,2103170
CELL_2736,LIB_2736,WELL_2736,72,DM,2447566
CELL_2737,LIB_2737,WELL_2737,0,GM,4188222
CELL_2738,LIB_2738,WELL_2738,24,DM,2750939
CELL_2739,LIB_2739,WELL_2739,48,GM,3787026
CELL_2740,LIB_2740,WELL_2740,72,DM,3981368
CELL_2741,LIB_2741,WELL_2741,0,GM,3610220
CELL_2742,LIB_2742,WELL_2742,24,DM,1683289
CELL_2743,LIB_2743,WELL_2743,48,GM,3379025
CELL_2744,LIB_2744,WELL_2744,72,DM,2606197
CELL_2745,LIB_2745,WELL_2745,0,GM,3807972
CELL_2746,LIB_2746,WELL_2746,24,DM,4974466
CELL_2747,LIB_2747,WELL_2747,48,GM,1336570
CELL_2748,LIB_2748,WELL_2748,72,DM,3103907
CELL_2749,LIB_2749,WELL_2749,0,GM,1566702
CELL_2750,LIB_2750,WELL_2750,24,DM,4341828
CELL_2751,LIB_2751,WELL_2751,48,GM,3941297
CELL_2752,LIB_2752,WELL_2752,72,DM,2510084
CELL_2753,LIB_2753,WELL_2753,0,GM,1988872
CELL_2754,LIB_2754,WELL_2754,24,DM,1170929
CELL_2755,LIB_2755,WELL_2755,48,GM,4811421
CELL_2756,LIB_2756,WELL_2756,72,DM,2613963
CELL_2757,LIB_2757,WELL_2757,0,GM,3007710
CELL_2758,LIB_2758,WELL_2758,24,DM,3788992
CELL_2759,LIB_2759,WELL_2759,48,GM,1240722
CELL_2760,LIB_2760,WELL_2760,72,DM,3195117
CELL_2761,LIB_2761,WELL_2761,0,GM,2960375
CELL_2762,LIB_2762,WELL_2762,24,DM,4044084
CELL_2763,LIB_2763,WELL_2763,48,GM,3456901
CELL_2764,LIB_2764,WELL_2764,72,DM,1626963
CELL_2765,LIB_2765,WELL_2765,0,GM,2366561
CELL_2766,LIB_2766,WELL_2766,24,DM,2625471
CELL_2767,LIB_2767,WELL_2767,48,GM,1605862
CELL_2768,LIB_2768,WELL_2768,72,DM,1645176
CELL_2769,LIB_2769,WELL_2769,0,GM,4839986
CELL_2770,LIB_2770,WELL_2770,24,DM,3742000
CELL_2771,LIB_2771,WELL_2771,48,GM,3365845
CELL_2772,LIB_2772,WELL_2772,72,DM,3301000
CELL_2773,LIB_2773,WELL_2773,0,GM,1510065
CELL_2774,LIB_2774,WELL_2774,24,DM,4693700
CELL_2775,LIB_2775,WELL_2775,48,GM,1014945
CELL_2776,LIB_2776,WELL_2776,72,DM,4151729
CELL_2777,LIB_2777,WELL_2777,0,GM,4571562
CELL_2778,LIB_2778,WELL_2778,24,DM,2285777
CELL_2779,LIB_2779,WELL_2779,48,GM,1859239
CELL_2780,LIB_2780,WELL_2780,72,DM,4973430
CELL_2781,LIB_2781,WELL_2781,0,GM,3449924
CELL_2782,LIB_2782,WELL_2782,24,DM,1978781
CELL_2783,LIB_2783,WELL_2783,48,GM,2241945
CELL_2784,LIB_2784,WELL_2784,72,DM,2513107
CELL_2785,LIB_2785,WELL_2785,0,GM,3905085
CELL_2786,LIB_2786,WELL_2786,24,DM,4888481
CELL_2787,LIB_2787,WELL_2787,48,GM,2338967
CELL_2788,LIB_2788,WELL_2788,72,DM,4795085
CELL_2789,LIB_2789,WELL_2789,0,GM,4696003
CELL_2790,LIB_2790,WELL_2790,24,DM,3056597
CELL_2791,LIB_2791,WELL_2791,48,GM,3851034
CELL_2792,LIB_2792,WELL_2792,72,DM,3450098
CELL_2793,LIB_2793,WELL_2793,0,GM,4241192
CELL_2794,LIB_2794,WELL_2794,24,DM,1508332
CELL_2795,LIB_2795,WELL_2795,48,GM,2267821
CELL_2796,LIB_2796,WELL_2796,72,DM,2125961
CELL_2797,LIB_2797,WELL_2797,0,GM,3820948
CELL_2798,LIB_2798,WELL_2798,24,DM,1801271
CELL_2799,LIB_2799,WELL_2799,48,GM,4217856
CELL_2800,LIB_2800,WELL_2800,72,DM,3587307
CELL_2801,LIB_2801,WELL_2801,0,GM,4785280
CELL_2802,LIB_2802,WELL_2802,24,DM,1816082
CELL_2803,LIB_2803,WELL_2803,48,GM,1566666
CELL_2804,LIB_2804,WELL_2804,72,DM,4305464
CELL_2805,LIB_2805,WELL_2805,0,GM,4689129
CELL_2806,LIB_2806,WELL_2806,24,DM,1491154
CELL_2807,LIB_2807,WELL_2807,48,GM,4219570
CELL_2808,LIB_2808,WELL_2808,72,DM,2051467
CELL_2809,LIB_2809,WELL_2809,0,GM,2204500
CELL_2810,LIB_2810,WELL_2810,24,DM,1708447
CELL_2811,LIB_2811,WELL_2811,48,GM,4483166
CELL_2812,LIB_2812,WELL_2812,72,DM,4206700
CELL_2813,LIB_2813,WELL_2813,0,GM,3409138
CELL_2814,LIB_2814,WELL_2814,24,DM,4171318
CELL_2815,LIB_2815,WELL_2815,48,GM,1996549
CELL_2816,LIB_2816,WELL_2816,72,DM,3568388
CELL_2817,LIB_2817,WELL_2817,0,GM,3189033
CELL_2818,LIB_2818,WELL_2818,24,DM,4819550
CELL_2819,LIB_2819,WELL_2819,48,GM,2562561
CELL_2820,LIB_2820,WELL_2820,72,DM,3880210
CELL_2821,LIB_2821,WELL_2821,0,GM,1473514
CELL_2822,LIB_2822,WELL_2822,24,DM,3392070
CELL_2823,LIB_2823,WELL_2823,48,GM,3753557
CELL_2824,LIB_2824,WELL_2824,72,DM,2827693
CELL_2825,LIB_2825,WELL_2825,0,GM,1538430
CELL_2826,LIB_2826,WELL_2826,24,DM,1615342
CELL_2827,LIB_2827,WELL_2827,48,GM,2053855
CELL_2828,LIB_2828,WELL_2828,72,DM,2244125
CELL_2829,LIB_2829,WELL_2829,0,GM,3650107
CELL_2830,LIB_2830,WELL_2830,24,DM,4304219
CELL_2831,LIB_2831,WELL_2831,48,GM,2232770
CELL_2832,LIB_2832,WELL_2832,72,DM,4835417
CELL_2833,LIB_2833,WELL_2833,0,GM,1747499
CELL_2834,LIB_2834,WELL_2834,24,DM,1840277
CELL_2835,LIB_2835,WELL_2835,48,GM,2129761
CELL_2836,LIB_2836,WELL_2836,72,DM,3570363
CELL_2837,LIB_2837,WELL_2837,0,GM,4714267
CELL_2838,LIB_2838,WELL_2838,24,DM,2475000
CELL_2839,LIB_2839,WELL_2839,48,GM,1873480
CELL_2840,LIB_2840,WELL_2840,72,DM,1148704
CELL_2841,LIB_2841,WELL_2841,0,GM,4398345
CELL_2842,LIB_2842,WELL_2842,24,DM,1236527
CELL_2843,LIB_2843,WELL_2843,48,GM,1989519
CELL_2844,LIB_2844,WELL_2844,72,DM,3575167
CELL_2845,LIB_2845,WELL_2845,0,GM,3251531
CELL_2846,LIB_2846,WELL_2846,24,DM,1597497
CELL_2847,LIB_2847,WELL_2847,48,GM,4552233
CELL_2848,LIB_2848,WELL_2848,72,DM,1966821
CELL_2849,LIB_2849,WELL_2849,0,GM,3450110
CELL_2850,LIB_2850,WELL_2850,24,DM,3166454
CELL_2851,LIB_2851,WELL_2851,48,GM,4755836
CELL_2852,LIB_2852,WELL_2852,72,DM,1621564
CELL_2853,LIB_2853,WELL_2853,0,GM,3589315
CELL_2854,LIB_2854,WELL_2854,24,DM,4910566
CELL_2855,LIB_2855,WELL_2855,48,GM,2419368
CELL_2856,LIB_2856,WELL_2856,72,DM,2252672
CELL_2857,LIB_2857,WELL_2857,0,GM,1137124
CELL_2858,LIB_2858,WELL_2858,24,DM,4590156
CELL_2859,LIB_2859,WELL_2859,48,GM,2398304
CELL_2860,LIB_2860,WELL_2860,72,DM,1035722
CELL_2861,LIB_2861,WELL_2861,0,GM,2762975
CELL_2862,LIB_2862,WELL_2862,24,DM,1029047
CELL_2863,LIB_2863,WELL_2863,48,GM,4962085
CELL_2864,LIB_2864,WELL_2864,72,DM,3572358
CELL_2865,LIB_2865,WELL_2865,0,GM,1580383
CELL_2866,LIB_2866,WELL_2866,24,DM,1909876
CELL_2867,LIB_2867,WELL_2867,48,GM,4912893
CELL_2868,LIB_2868,WELL_2868,72,DM,3472185
CELL_2869,LIB_2869,WELL_2869,0,GM,4132281
CELL_2870,LIB_2870,WELL_2870,24,DM,4401073
CELL_2871,LIB_2871,WELL_2871,48,GM,4196066
CELL_2872,LIB_2872,WELL_2872,72,DM,1786276
CELL_2873,LIB_2873,WELL_2873,0,GM,1928055
CELL_2874,LIB_2874,WELL_2874,24,DM,3724490
CELL_2875,LIB_2875,WELL_2875,48,GM,1382576
CELL_2876,LIB_2876,WELL_2876,72,DM,2530922
CELL_2877,LIB_2877,WELL_2877,0,GM,1441958
CELL_2878,LIB_2878,WELL_2878,24,DM,1903886
CELL_2879,LIB_2879,WELL_2879,48,GM,1725323
CELL_2880,LIB_2880,WELL_2880,72,DM,1768017
CELL_2881,LIB_2881,WELL_2881,0,GM,2483683
CELL_2882,LIB_2882,WELL_2882,24,DM,2630289
CELL_2883,LIB_2883,WELL_2883,48,GM,1013538
CELL_2884,LIB_2884,WELL_2884,72,DM,1050797
CELL_2885,LIB_2885,WELL_2885,0,GM,1533124
CELL_2886,LIB_2886,WELL_2886,24,DM,1437136
CELL_2887,LIB_2887,WELL_2887,48,GM,1285409
CELL_2888,LIB_2888,WELL_2888,72,DM,3934138
CELL_2889,LIB_2889,WELL_2889,0,GM,2184816
CELL_2890,LIB_2890,WELL_2890,24,DM,4146487
CELL_2891,LIB_2891,WELL_2891,48,GM,2867963
CELL_2892,LIB_2892,WELL_2892,72,DM,1621547
CELL_2893,LIB_2893,WELL_2893,0,GM,4369735
CELL_2894,LIB_2894,WELL_2894,24,DM,2466202
CELL_2895,LIB_2895,WELL_2895,48,GM,3049828
CELL_2896,LIB_2896,WELL_2896,72,DM,3016567
CELL_2897,LIB_2897,WELL_2897,0,GM,1881485
CELL_2898,LIB_2898,WELL_2898,24,DM,3954764
CELL_2899,LIB_2899,WELL_2899,48,GM,4544496
CELL_2900,LIB_2900,WELL_2900,72,DM,2097427
CELL_2901,LIB_2901,WELL_2901,0,GM,3836459
CELL_2902,LIB_2902,WELL_2902,24,DM,3042474
CELL_2903,LIB_2903,WELL_2903,48,GM,4279947
CELL_2904,LIB_2904,WELL_2904,72,DM,2361226
CELL_2905,LIB_2905,WELL_2905,0,GM,1731276
CELL_2906,LIB_2906,WELL_2906,24,DM,3541481
CELL_2907,LIB_2907,WELL_2907,48,GM,3552258
CELL_2908,LIB_2908,WELL_2908,72,DM,4197516
CELL_2909,LIB_2909,WELL_2909,0,GM,4386297
CELL_2910,LIB_2910,WELL_2910,24,DM,2743743
CELL_2911,LIB_2911,WELL_2911,48,GM,3550482
CELL_2912,LIB_2912,WELL_2912,72,DM,2121546
CELL_2913,LIB_2913,WELL_2913,0,GM,4604429
CELL_2914,LIB_2914,WELL_2914,24,DM,3761070
CELL_2915,LIB_2915,WELL_2915,48,GM,2354715
CELL_2916,LIB_2916,WELL_2916,72,DM,1927796
CELL_2917,LIB_2917,WELL_2917,0,GM,4275649
CELL_2918,LIB_2918,WELL_2918,24,DM,4527330
CELL_2919,LIB_2919,WELL_2919,48,GM,1154793
CELL_2920,LIB_2920,WELL_2920,72,DM,2990257
CELL_2921,LIB_2921,WELL_2921,0,GM,3556935
CELL_2922,LIB_2922,WELL_2922,24,DM,3604067
CELL_2923,LIB_2923,WELL_2923,48,GM,3731246
CELL_2924,LIB_2924,WELL_2924,72,DM,2087328
CELL_2925,LIB_2925,WELL_2925,0,GM,3795938
CELL_2926,LIB_2926,WELL_2926,24,DM,4188667
CELL_2927,LIB_2927,WELL_2927,48,GM,2815162
CELL_2928,LIB_2928,WELL_2928,72,DM,3301598
CELL_2929,LIB_2929,WELL_2929,0,GM,3125449
CELL_2930,LIB_2930,WELL_2930,24,DM,1120268
CELL_2931,LIB_2931,WELL_2931,48,GM,4264092
CELL_2932,LIB_2932,WELL_2932,72,DM,1535914
CELL_2933,LIB_2933,WELL_2933,0,GM,1957658
CELL_2934,LIB_2934,WELL_2934,24,DM,2292641
CELL_2935,LIB_2935,WELL_2935,48,GM,1926709
CELL_2936,LIB_2936,WELL_2936,72,DM,2451286
CELL_2937,LIB_2937,WELL_2937,0,GM,2815928
CELL_2938,LIB_2938,WELL_2938,24,DM,4062880
CELL_2939,LIB_2939,WELL_2939,48,GM,2969100
CELL_2940,LIB_2940,WELL_2940,72,DM,4243253
CELL_2941,LIB_2941,WELL_2941,0,GM,1559000
CELL_2942,LIB_2942,WELL_2942,24,DM,4080341
CELL_2943,LIB_2943,WELL_2943,48,GM,3781165
CELL_2944,LIB_2944,WELL_2944,72,DM,1669573
CELL_2945,LIB_2945,WELL_2945,0,GM,4762145
CELL_2946,LIB_2946,WELL_2946,24,DM,4162629
CELL_2947,LIB_2947,WELL_2947,48,GM,3600010
CELL_2948,LIB_2948,WELL_2948,72,DM,1037907
CELL_2949,LIB_2949,WELL_2949,0,GM,4016811
CELL_2950,LIB_2950,WELL_2950,24,DM,4591305
CELL_2951,LIB_2951,WELL_2951,48,GM,2499503
CELL_2952,LIB_2952,WELL_2952,72,DM,3501049
CELL_2953,LIB_2953,WELL_2953,0,GM,4051805
CELL_2954,LIB_2954,WELL_2954,24,DM,2699121
CELL_2955,LIB_2955,WELL_2955,48,GM,4117673
CELL_2956,LIB_2956,WELL_2956,72,DM,1209350
CELL_2957,LIB_2957,WELL_2957,0,GM,4702164
CELL_2958,LIB_2958,WELL_2958,24,DM,2191773
CELL_2959,LIB_2959,WELL_2959,48,GM,1275363
CELL_2960,LIB_2960,WELL_2960,72,DM,3006041
CELL_2961,LIB_2961,WELL_2961,0,GM,2004929
CELL_2962,LIB_2962,WELL_2962,24,DM,4426734
CELL_2963,LIB_2963,WELL_2963,48,GM,1320078
CELL_2964,LIB_2964,WELL_2964,72,DM,1343347
CELL_2965,LIB_2965,WELL_2965,0,GM,4404205
CELL_2966,LIB_2966,WELL_2966,24,DM,4479258
CELL_2967,LIB_2967,WELL_2967,48,GM,2768179
CELL_2968,LIB_2968,WELL_2968,72,DM,3297018
CELL_2969,LIB_2969,WELL_2969,0,GM,3948996
CELL_2970,LIB_2970,WELL_2970,24,DM,4561978
CELL_2971,LIB_2971,WELL_2971,48,GM,3281497
CELL_2972,LIB_2972,WELL_2972,72,DM,3976667
CELL_2973,LIB_2973,WELL_2973,0,GM,4795259
CELL_2974,LIB_2974,WELL_2974,24,DM,4341652
CELL_2975,LIB_2975,WELL_2975,48,GM,3881990
CELL_2976,LIB_2976,WELL_2976,72,DM,3158767
CELL_2977,LIB_2977,WELL_2977,0,GM,1618171
CELL_2978,LIB_2978,WELL_2978,24,DM,4958332
CELL_2979,LIB_2979,WELL_2979,48,GM,4295353
CELL_2980,LIB_2980,WELL_2980,72,DM,4917627
CELL_2981,LIB_2981,WELL_2981,0,GM,2543949
CELL_2982,LIB_2982,WELL_2982,24,DM,3783536
CELL_2983,LIB_2983,WELL_2983,48,GM,2475592
CELL_2984,LIB_2984,WELL_2984,72,DM,3664312
CELL_2985,LIB_2985,WELL_2985,0,GM,2048790
CELL_2986,LIB_2986,WELL_2986,24,DM,3657631
CELL_2987,LIB_2987,WELL_2987,48,GM,1198352
CELL_2988,LIB_2988,WELL_2988,72,DM,2788493
CELL_2989,LIB_2989,WELL_2989,0,GM,3193283
CELL_2990,LIB_2990,WELL_2990,24,DM,3917160
CELL_2991,LIB_2991,WELL_2991,48,GM,2771627
CELL_2992,LIB_2992,WELL_2992,72,DM,1760512
CELL_2993,LIB_2993,WELL_2993,0,GM,3663779
CELL_2994,LIB_2994,WELL_2994,24,DM,1363677
CELL_2995,LIB_2995,WELL_2995,48,GM,2685945
CELL_2996,LIB_2996,WELL_2996,72,DM,1978753
CELL_2997,LIB_2997,WELL_2997,0,GM,1067581
CELL_2998,LIB_2998,WELL_2998,24,DM,2858366
CELL_2999,LIB_2999,WELL_2999,48,GM,1595181
CELL_3000,LIB_3000,WELL_3000,72,DM,1142411
CELL_3001,LIB_3001,WELL_3001,0,GM,2161234
CELL_3002,LIB_3002,WELL_3002,24,DM,1728307
CELL_3003,LIB_3003,WELL_3003,48,GM,4670584
CELL_3004,LIB_3004,WELL_3004,72,DM,1532250
CELL_3005,LIB_3005,WELL_3005,0,GM,4967991
CELL_3006,LIB_3006,WELL_3006,24,DM,2956086
CELL_3007,LIB_3007,WELL_3007,48,GM,3275830
CELL_3008,LIB_3008,WELL_3008,72,DM,2441949
CELL_3009,LIB_3009,WELL_3009,0,GM,3504331
CELL_3010,LIB_3010,WELL_3010,24,DM,3426349
CELL_3011,LIB_3011,WELL_3011,48,GM,1165304
CELL_3012,LIB_3012,WELL_3012,72,DM,1041287
CELL_3013,LIB_3013,WELL_3013,0,GM,2750747
CELL_3014,LIB_3014,WELL_3014,24,DM,2684835
CELL_3015,LIB_3015,WELL_3015,48,GM,4329163
CELL_3016,LIB_3016,WELL_3016,72,DM,2743948
CELL_3017,LIB_3017,WELL_3017,0,GM,3877104
CELL_3018,LIB_3018,WELL_3018,24,DM,3110405
CELL_3019,LIB_3019,WELL_3019,48,GM,1456098
CELL_3020,LIB_3020,WELL_3020,72,DM,3411071
CELL_3021,LIB_3021,WELL_3021,0,GM,2832214
CELL_3022,LIB_3022,WELL_3022,24,DM,3894121
CELL_3023,LIB_3023,WELL_3023,48,GM,1128787
CELL_3024,LIB_3024,WELL_3024,72,DM,4925948
CELL_3025,LIB_3025,WELL_3025,0,GM,1652379
CELL_3026,LIB_3026,WELL_3026,24,DM,4019394
CELL_3027,LIB_3027,WELL_3027,48,GM,2672665
CELL_3028,LIB_3028,WELL_3028,72,DM,2674548
CELL_3029,LIB_3029,WELL_3029,0,GM,2026524
CELL_3030,LIB_3030,WELL_3030,24,DM,2849237
CELL_3031,LIB_3031,WELL_3031,48,GM,4162324
CELL_3032,LIB_3032,WELL_3032,72,DM,3727037
CELL_3033,LIB_3033,WELL_3033,0,GM,1893820
CELL_3034,LIB_3034,WELL_3034,24,DM,4996855
CELL_3035,LIB_3035,WELL_3035,48,GM,4762782
CELL_3036,LIB_3036,WELL_3036,72,DM,1101981
CELL_3037,LIB_3037,WELL_3037,0,GM,2697518
CELL_3038,LIB_3038,WELL_3038,24,DM,2337425
CELL_3039,LIB_3039,WELL_3039,48,GM,4194215
CELL_3040,LIB_3040,WELL_3040,72,DM,4547465
CELL_3041,LIB_3041,WELL_3041,0,GM,2588816
CELL_3042,LIB_3042,WELL_3042,24,DM,3993294
CELL_3043,LIB_3043,WELL_3043,48,GM,4024627
CELL_3044,LIB_3044,WELL_3044,72,DM,4549285
CELL_3045,LIB_3045,WELL_3045,0,GM,4473305
CELL_3046,LIB_3046,WELL_3046,24,DM,4206325
CELL_3047,LIB_3047,WELL_3047,48,GM,2162469
CELL_3048,LIB_3048,WELL_3048,72,DM,2314541
CELL_3049,LIB_3049,WELL_3049,0,GM,4938164
CELL_3050,LIB_3050,WELL_3050,24,DM,2193292
CELL_3051,LIB_3051,WELL_3051,48,GM,1630521
CELL_3052,LIB_3052,WELL_3052,72,DM,3899225
CELL_3053,LIB_3053,WELL_3053,0,GM,4234693
CELL_3054,LIB_3054,WELL_3054,24,DM,2506352
CELL_3055,LIB_3055,WELL_3055,48,GM,2248751
CELL_3056,LIB_3056,WELL_3056,72,DM,4229352
CELL_3057,LIB_3057,WELL_3057,0,GM,3161742
CELL_3058,LIB_3058,WELL_3058,24,DM,2240721
CELL_3059,LIB_3059,WELL_3059,48,GM,1330580
CELL_3060,LIB_3060,WELL_3060,72,DM,4914791
CELL_3061,LIB_3061,WELL_3061,0,GM,4046344
CELL_3062,LIB_3062,WELL_3062,24,DM,2404173
CELL_3063,LIB_3063,WELL_3063,48,GM,3964256
CELL_3064,LIB_3064,WELL_3064,72,DM,1451754
CELL_3065,LIB_3065,WELL_3065,0,GM,1327231
CELL_3066,LIB_3066,WELL_3066,24,DM,3474049
CELL_3067,LIB_3067,WELL_3067,48,GM,2783066
CELL_3068,LIB_3068,WELL_3068,72,DM,2374189
CELL_3069,LIB_3069,WELL_3069,0,GM,1760870
CELL_3070,LIB_3070,WELL_3070,24,DM,2423009
CELL_3071,LIB_3071,WELL_3071,48,GM,3280039
CELL_3072,LIB_3072,WELL_3072,72,DM,2545368
CELL_3073,LIB_3073,WELL_3073,0,GM,3714971
CELL_3074,LIB_3074,WELL_3074,24,DM,3646047
CELL_3075,LIB_3075,WELL_3075,48,GM,1433391
CELL_3076,LIB_3076,WELL_3076,72,DM,4963242
CELL_3077,LIB_3077,WELL_3077,0,GM,3415792
CELL_3078,LIB_3078,WELL_3078,24,DM,4578676
CELL_3079,LIB_3079,WELL_3079,48,GM,3470388
CELL_3080,LIB_3080,WELL_3080,72,DM,3469268
CELL_3081,LIB_3081,WELL_3081,0,GM,3958114
CELL_3082,LIB_3082,WELL_3082,24,DM,4181434
CELL_3083,LIB_3083,WELL_3083,48,GM,3938906
CELL_3084,LIB_3084,WELL_3084,72,DM,2730723
CELL_3085,LIB_3085,WELL_3085,0,GM,2080333
CELL_3086,LIB_3086,WELL_3086,24,DM,3038638
CELL_3087,LIB_3087,WELL_3087,48,GM,2172700
CELL_3088,LIB_3088,WELL_3088,72,DM,4522879
CELL_3089,LIB_3089,WELL_3089,0,GM,3740537
CELL_3090,LIB_3090,WELL_3090,24,DM,3025508
CELL_3091,LIB_3091,WELL_3091,48,GM,3436071
CELL_3092,LIB_3092,WELL_3092,72,DM,3105358
CELL_3093,LIB_3093,WELL_3093,0,GM,1126106
CELL_3094,LIB_3094,WELL_3094,24,DM,3233681
CELL_3095,LIB_3095,WELL_3095,48,GM,4616726
CELL_3096,LIB_3096,WELL_3096,72,DM,3367910
CELL_3097,LIB_3097,WELL_3097,0,GM,4881849
CELL_3098,LIB_3098,WELL_3098,24,DM,2763821
CELL_3099,LIB_3099,WELL_3099,48,GM,2768403
CELL_3100,LIB_3100,WELL_3100,72,DM,2692981
CELL_3101,LIB_3101,WELL_3101,0,GM,4804579
CELL_3102,LIB_3102,WELL_3102,24,DM,1412381
CELL_3103,LIB_3103,WELL_3103,48,GM,1016336
CELL_3104,LIB_3104,WELL_3104,72,DM,3908482
CELL_3105,LIB_3105,WELL_3105,0,GM,3239558
CELL_3106,LIB_3106,WELL_3106,24,DM,1387464
CELL_3107,LIB_3107,WELL_3107,48,GM,1866707
CELL_3108,LIB_3108,WELL_3108,72,DM,4073195
CELL_3109,LIB_3109,WELL_3109,0,GM,4506783
CELL_3110,LIB_3110,WELL_3110,24,DM,1259787
CELL_3111,LIB_3111,WELL_3111,48,GM,1032855
CELL_3112,LIB_3112,WELL_3112,72,DM,4006421
CELL_3113,LIB_3113,WELL_3113,0,GM,4322751
CELL_3114,LIB_3114,WELL_3114,24,DM,4881754
CELL_3115,LIB_3115,WELL_3115,48,GM,1150591
CELL_3116,LIB_3116,WELL_3116,72,DM,1221498
CELL_3117,LIB_3117,WELL_3117,0,GM,3192308
CELL_3118,LIB_3118,WELL_3118,24,DM,2699801
CELL_3119,LIB_3119,WELL_3119,48,GM,1950643
CELL_3120,LIB_3120,WELL_3120,72,DM,2270130
CELL_3121,LIB_3121,WELL_3121,0,GM,2254921
CELL_3122,LIB_3122,WELL_3122,24,DM,4591482
CELL_3123,LIB_3123,WELL_3123,48,GM,1542726
CELL_3124,LIB_3124,WELL_3124,72,DM,1964803
CELL_3125,LIB_3125,WELL_3125,0,GM,4987485
CELL_3126,LIB_3126,WELL_3126,24,DM,1940888
CELL_3127,LIB_3127,WELL_3127,48,GM,2946275
CELL_3128,LIB_3128,WELL_3128,72,DM,4438859
CELL_3129,LIB_3129,WELL_3129,0,GM,4071552
CELL_3130,LIB_3130,WELL_3130,24,DM,3752653
CELL_3131,LIB_3131,WELL_3131,48,GM,4966266
CELL_3132,LIB_3132,WELL_3132,72,DM,2238483
CELL_3133,LIB_3133,WELL_3133,0,GM,4345951
CELL_3134,LIB_3134,WELL_3134,24,DM,1214737
CELL_3135,LIB_3135,WELL_3135,48,GM,2747053
CELL_3136,LIB_3136,WELL_3136,72,DM,1223030
CELL_3137,LIB_3137,WELL_3137,0,GM,3292171
CELL_3138,LIB_3138,WELL_3138,24,DM,4907749
CELL_3139,LIB_3139,WELL_3139,48,GM,2905050
CELL_3140,LIB_3140,WELL_3140,72,DM,3002439
CELL_3141,LIB_3141,WELL_3141,0,GM,2553375
CELL_3142,LIB_3142,WELL_3142,24,DM,3081658
CELL_3143,LIB_3143,WELL_3143,48,GM,1569809
CELL_3144,LIB_3144,WELL_3144,72,DM,3123746
CELL_3145,LIB_3145,WELL_3145,0,GM,2107586
CELL_3146,LIB_3146,WELL_3146,24,DM,3345340
CELL_3147,LIB_3147,WELL_3147,48,GM,2461639
CELL_3148,LIB_3148,WELL_3148,72,DM,1231232
CELL_3149,LIB_3149,WELL_3149,0,GM,4837558
CELL_3150,LIB_3150,WELL_3150,24,DM,2816440
CELL_3151,LIB_3151,WELL_3151,48,GM,4128842
CELL_3152,LIB_3152,WELL_3152,72,DM,2405369
CELL_3153,LIB_3153,WELL_3153,0,GM,3598322
CELL_3154,LIB_3154,WELL_3154,24,DM,1398272
CELL_3155,LIB_3155,WELL_3155,48,GM,4627496
CELL_3156,LIB_3156,WELL_3156,72,DM,1000019
CELL_3157,LIB_3157,WELL_3157,0,GM,2375738
CELL_3158,LIB_3158,WELL_3158,24,DM,4007721
CELL_3159,LIB_3159,WELL_3159,48,GM,1694071
CELL_3160,LIB_3160,WELL_3160,72,DM,1042119
CELL_3161,LIB_3161,WELL_3161,0,GM,2405882
CELL_3162,LIB_3162,WELL_3162,24,DM,4486820
CELL_3163,LIB_3163,WELL_3163,48,GM,1773647
CELL_3164,LIB_3164,WELL_3164,72,DM,3809830
CELL_3165,LIB_3165,WELL_3165,0,GM,1320568
CELL_3166,LIB_3166,WELL_3166,24,DM,1481604
CELL_3167,LIB_3167,WELL_3167,48,GM,1323793
CELL_3168,LIB_3168,WELL_3168,72,DM,2676062
CELL_3169,LIB_3169,WELL_3169,0,GM,2273827
CELL_3170,LIB_3170,WELL_3170,24,DM,4051669
CELL_3171,LIB_3171,WELL_3171,48,GM,2270693
CELL_3172,LIB_3172,WELL_3172,72,DM,3163362
CELL_3173,LIB_3173,WELL_3173,0,GM,3381662
CELL_3174,LIB_3174,WELL_3174,24,DM,3248508
CELL_3175,LIB_3175,WELL_3175,48,GM,1351539
CELL_3176,LIB_3176,WELL_3176,72,DM,3009472
CELL_3177,LIB_3177,WELL_3177,0,GM,2803871
CELL_3178,LIB_3178,WELL_3178,24,DM,1896869
CELL_3179,LIB_3179,WELL_3179,48,GM,4128409
CELL_3180,LIB_3180,WELL_3180,72,DM,4312814
CELL_3181,LIB_3181,WELL_3181,0,GM,3236067
CELL_3182,LIB_3182,WELL_3182,24,DM,4007210
CELL_3183,LIB_3183,WELL_3183,48,GM,3410061
CELL_3184,LIB_3184,WELL_3184,72,DM,2848263
