gene1	gene2
G2009	G772
G2009	G833
G2009	G834
G2009	G863
G2009	G906
G2009	G987
G201	G2632
G2010	G2028
G2010	G2539
G2010	G2840
G2010	G372
G2010	G3928
G2010	G3989
G2010	G751
G2013	G2781
G2013	G3039
G2013	G3654
G2013	G3942
G2013	G414
G2013	G4172
G2014	G2230
G2014	G2346
G2014	G2577
G2014	G2593
G2014	G2631
G2014	G2911
G2014	G3041
G2014	G3063
G2014	G3081
G2014	G3103
G2014	G3127
G2014	G3137
G2014	G3211
G2014	G3250
G2014	G3496
G2014	G3664
G2014	G3858
G2014	G4004
G2014	G405
G2014	G411
G2014	G4468
G2014	G582
G2014	G662
G2014	G676
G2014	G775
G2014	G809
G2015	G2161
G2015	G2241
G2015	G2285
G2015	G2335
G2015	G2436
G2015	G2587
G2015	G2684
G2015	G2706
G2015	G2736
G2015	G2771
G2015	G2797
G2015	G2824
G2015	G2826
G2015	G2852
G2015	G2927
G2015	G3040
G2015	G3143
G2015	G3168
G2015	G3215
G2015	G3219
G2015	G325
G2015	G3277
G2015	G3340
G2015	G3381
G2015	G3392
G2015	G3571
G2015	G3593
G2015	G365
G2015	G3663
G2015	G3684
G2015	G3686
G2015	G3747
G2015	G3807
G2015	G3886
G2015	G3941
G2015	G3977
G2015	G3985
G2015	G399
G2015	G4042
G2015	G405
G2015	G4088
G2015	G4093
G2015	G4095
G2015	G4116
G2015	G412
G2015	G4148
G2015	G4183
G2015	G4238
G2015	G4272
G2015	G4300
G2015	G4314
G2015	G4321
G2015	G4388
G2015	G4406
G2015	G4467
G2015	G4486
G2015	G562
G2015	G603
G2015	G662
G2015	G690
G2015	G716
G2015	G755
G2015	G800
G2015	G826
G2015	G827
G2015	G870
G2015	G883
G2015	G981
G2015	G982
G2015	G992
G2016	G2647
G2016	G3195
G2016	G887
G2017	G2673
G2017	G3616
G2017	G3824
G2017	G4496
G2018	G2365
G2018	G2573
G2018	G2682
G2018	G2706
G2018	G2717
G2018	G2771
G2018	G2840
G2018	G2975
G2018	G3193
G2018	G3381
G2018	G3392
G2018	G3420
G2018	G3664
G2018	G3791
G2018	G3939
G2018	G4348
G2018	G4388
G2018	G4406
G2018	G562
G2018	G809
G2018	G900
G2018	G978
G2019	G2096
G2019	G2351
G2019	G2389
G2019	G2745
G2019	G2867
G2019	G2888
G2019	G3026
G2019	G3067
G2019	G3127
G2019	G3211
G2019	G3405
G2019	G3536
G2019	G3666
G2019	G3694
G2019	G3752
G2019	G3774
G2019	G3855
G2019	G3893
G2019	G393
G2019	G4231
G2019	G4321
G2019	G4333
G2019	G56
G2019	G625
G2019	G742
G2019	G75
G2019	G928
G2019	G933
G2019	G993
G202	G2050
G202	G2063
G202	G2077
G202	G2082
G202	G2086
G202	G2089
G202	G2146
G202	G2168
G202	G2226
G202	G2259
G202	G228
G202	G2308
G202	G2329
G202	G2338
G202	G2339
G202	G2344
G202	G2402
G202	G2416
G202	G2418
G202	G2432
G202	G2452
G202	G2579
G202	G2586
G202	G2633
G202	G265
G202	G2653
G202	G2662
G202	G2675
G202	G2938
G202	G3001
G202	G302
G202	G3054
G202	G3059
G202	G3111
G202	G3150
G202	G3178
G202	G3247
G202	G3276
G202	G3289
G202	G3319
G202	G336
G202	G3510
G202	G3514
G202	G3552
G202	G3565
G202	G3677
G202	G3716
G202	G3720
G202	G3721
G202	G3763
G202	G3802
G202	G3826
G202	G384
G202	G3869
G202	G3889
G202	G3909
G202	G4007
G202	G4062
G202	G407
G202	G4075
G202	G411
G202	G4154
G202	G4160
G202	G4165
G202	G4176
G202	G4189
G202	G4195
G202	G423
G202	G4241
G202	G4298
G202	G4314
G202	G4421
G202	G4473
G202	G4475
G202	G500
G202	G517
G202	G522
G202	G550
G202	G575
G202	G611
G202	G628
G202	G738
G202	G810
G202	G830
G202	G87
G202	G882
G202	G910
G202	G920
G202	G979
G2021	G3363
G2022	G2066
G2022	G2082
G2022	G2210
G2022	G2226
G2022	G2248
G2022	G2329
G2022	G2364
G2022	G2402
G2022	G2418
G2022	G242
G2022	G2538
G2022	G2544
G2022	G2563
G2022	G2600
G2022	G2643
G2022	G2811
G2022	G2834
G2022	G29
G2022	G2973
G2022	G2982
G2022	G3097
G2022	G3113
G2022	G3152
G2022	G3178
G2022	G3312
G2022	G3335
G2022	G3419
G2022	G3565
G2022	G3690
G2022	G3818
G2022	G3837
G2022	G3869
G2022	G3886
G2022	G3909
G2022	G3947
G2022	G407
G2022	G4163
G2022	G4176
G2022	G4223
G2022	G4314
G2022	G4405
G2022	G4414
G2022	G4423
G2022	G4467
G2022	G738
G2022	G74
G2022	G801
G2022	G845
G2022	G853
G2023	G2131
G2023	G2133
G2023	G2145
G2023	G2153
G2023	G2353
G2023	G2373
G2023	G2428
G2023	G2465
G2023	G2503
G2023	G2556
G2023	G2606
G2023	G2702
G2023	G2708
G2023	G2786
G2023	G2854
G2023	G2901
G2023	G292
G2023	G2925
G2023	G2935
G2023	G2962
G2023	G3016
G2023	G3100
G2023	G3101
G2023	G3117
G2023	G321
G2023	G3249
G2023	G3428
G2023	G3556
G2023	G3568
G2023	G3711
G2023	G3782
G2023	G3876
G2023	G3907
G2023	G392
G2023	G3934
G2023	G4032
G2023	G4043
G2023	G406
G2023	G4122
G2023	G4137
G2023	G4376
G2023	G4401
G2023	G4425
G2023	G4469
G2023	G449
G2023	G477
G2023	G515
G2023	G526
G2023	G641
G2023	G795
G2023	G834
G2023	G924
G2023	G933
G2023	G998
G2024	G2082
G2024	G2238
G2024	G2321
G2024	G2637
G2024	G2707
G2024	G2736
G2024	G2763
G2024	G2982
G2024	G3023
G2024	G3129
G2024	G3618
G2024	G3762
G2024	G3831
G2024	G3869
G2024	G3901
G2024	G4176
G2024	G4189
G2024	G4219
G2024	G4296
G2024	G4303
G2024	G433
G2024	G4344
G2024	G4415
G2024	G4447
G2024	G4467
G2024	G472
G2024	G488
G2024	G505
G2024	G684
G2024	G804
G2025	G2615
G2025	G2991
G2026	G2114
G2026	G2154
G2026	G2246
G2026	G2420
G2026	G2496
G2026	G2670
G2026	G2892
G2026	G3391
G2026	G364
G2026	G4438
G2026	G538
G2026	G558
G2028	G2049
G2028	G2055
G2028	G2124
G2028	G2186
G2028	G2223
G2028	G2230
G2028	G2295
G2028	G231
G2028	G2356
G2028	G2415
G2028	G2539
G2028	G2567
G2028	G2574
G2028	G2577
G2028	G2674
G2028	G2679
G2028	G2702
G2028	G2790
G2028	G2943
G2028	G2995
G2028	G3048
G2028	G3103
G2028	G3123
G2028	G3137
G2028	G3140
G2028	G3228
G2028	G3232
G2028	G3264
G2028	G3310
G2028	G3317
G2028	G3388
G2028	G3405
G2028	G3423
G2028	G3458
G2028	G3489
G2028	G3521
G2028	G3537
G2028	G3555
G2028	G3580
G2028	G3652
G2028	G3666
G2028	G3671
G2028	G3682
G2028	G3693
G2028	G372
G2028	G3744
G2028	G378
G2028	G3897
G2028	G3922
G2028	G3928
G2028	G3929
G2028	G400
G2028	G4023
G2028	G4029
G2028	G4031
G2028	G4034
G2028	G409
G2028	G4108
G2028	G4114
G2028	G412
G2028	G4197
G2028	G4226
G2028	G4245
G2028	G4275
G2028	G4294
G2028	G4337
G2028	G4461
G2028	G4468
G2028	G4474
G2028	G496
G2028	G514
G2028	G599
G2028	G739
G2028	G751
G2028	G758
G2028	G785
G2028	G959
G2028	G983
G2029	G206
G2029	G2117
G2029	G231
G2029	G2415
G2029	G2454
G2029	G2686
G2029	G2702
G2029	G2867
G2029	G292
G2029	G2995
G2029	G301
G2029	G3068
G2029	G3148
G2029	G3264
G2029	G35
G2029	G3508
G2029	G3536
G2029	G3537
G2029	G3669
G2029	G37
G2029	G3713
G2029	G372
G2029	G3897
G2029	G4004
G2029	G4031
G2029	G4061
G2029	G409
G2029	G4151
G2029	G4245
G2029	G4273
G2029	G4294
G2029	G4321
G2029	G4468
G2029	G468
G2029	G751
G2029	G758
G2029	G928
G2029	G983
G203	G2093
G203	G2201
G203	G2219
G203	G2611
G203	G2624
G203	G2729
G203	G2878
G203	G3123
G203	G3218
G203	G3228
G203	G3284
G203	G3377
G203	G4110
G203	G440
G203	G4402
G203	G694
G2030	G2453
G2030	G369
G2030	G382
G2030	G570
G2031	G2423
G2031	G2515
G2031	G3031
G2031	G3828
G2031	G4168
G2031	G4356
G2033	G2236
G2033	G4395
G2034	G936
G2035	G2145
G2035	G2162
G2035	G2211
G2035	G223
G2035	G2294
G2035	G2345
G2035	G2428
G2035	G2498
G2035	G2503
G2035	G2556
G2035	G2606
G2035	G263
G2035	G2635
G2035	G2883
G2035	G2925
G2035	G2928
G2035	G2932
G2035	G3016
G2035	G3213
G2035	G3249
G2035	G3255
G2035	G3260
G2035	G3375
G2035	G3428
G2035	G3464
G2035	G3850
G2035	G3876
G2035	G392
G2035	G3992
G2035	G406
G2035	G4079
G2035	G4122
G2035	G4233
G2035	G424
G2035	G4370
G2035	G4378
G2035	G4412
G2035	G4482
G2035	G477
G2035	G515
G2035	G526
G2035	G641
G2035	G795
G2036	G2354
G2036	G2371
G2036	G2952
G2036	G3118
G2036	G3854
G2037	G2294
G2037	G2345
G2037	G2438
G2037	G2498
G2037	G2568
G2037	G2606
G2037	G3071
G2037	G3108
G2037	G3255
G2037	G3483
G2037	G3711
G2037	G3980
G2037	G4375
G2037	G4506
G2037	G479
G2037	G704
G2037	G795
G2038	G2064
G2038	G2145
G2038	G2294
G2038	G2345
G2038	G2498
G2038	G2556
G2038	G2606
G2038	G2687
G2038	G2854
G2038	G2901
G2038	G2925
G2038	G2962
G2038	G3071
G2038	G3255
G2038	G3260
G2038	G3266
G2038	G3411
G2038	G3551
G2038	G3711
G2038	G3888
G2038	G3980
G2038	G4122
G2038	G4376
G2038	G4482
G2038	G449
G2038	G477
G2038	G526
G2038	G622
G2038	G704
G2038	G863
G2039	G2230
G2039	G2389
G2039	G2425
G2039	G2790
G2039	G2867
G2039	G2888
G2039	G3067
G2039	G3103
G2039	G3231
G2039	G3405
G2039	G3545
G2039	G3555
G2039	G3580
G2039	G3666
G2039	G3694
G2039	G3744
G2039	G3763
G2039	G3774
G2039	G3809
G2039	G3855
G2039	G3923
G2039	G3989
G2039	G429
G2039	G4333
G2039	G4461
G2039	G516
G2039	G56
G2039	G610
G2039	G625
G2039	G627
G2039	G742
G2039	G751
G2039	G909
G2039	G959
G204	G2574
G204	G2999
G204	G3423
G204	G3555
G204	G4108
G2040	G2055
G2040	G2096
G2040	G2223
G2040	G2230
G2040	G2240
G2040	G2593
G2040	G2771
G2040	G2797
G2040	G2927
G2040	G2995
G2040	G3041
G2040	G3103
G2040	G3127
G2040	G3182
G2040	G3211
G2040	G3392
G2040	G3501
G2040	G3580
G2040	G3663
G2040	G3666
G2040	G3682
G2040	G3694
G2040	G3705
G2040	G3763
G2040	G3774
G2040	G3923
G2040	G4031
G2040	G4038
G2040	G409
G2040	G4108
G2040	G412
G2040	G4151
G2040	G4183
G2040	G4321
G2040	G4333
G2040	G4468
G2040	G794
G2040	G809
G2040	G825
G2040	G833
G2040	G837
G2040	G885
G2041	G2227
G2041	G2474
G2041	G2560
G2041	G2651
G2041	G2754
G2041	G2825
G2041	G2965
G2041	G3321
G2041	G3330
G2041	G3432
G2041	G3530
G2041	G3727
G2041	G4035
G2041	G4058
G2041	G4063
G2041	G4125
G2041	G4133
G2041	G4167
G2041	G4336
G2041	G869
G2041	G925
G2043	G3073
G2043	G3739
G2044	G2275
G2044	G2422
G2044	G729
G2047	G2647
G2047	G2778
G2048	G2643
G2048	G3395
G2049	G2055
G2049	G206
G2049	G2085
G2049	G2124
G2049	G2131
G2049	G2132
G2049	G2141
G2049	G2151
G2049	G2153
G2049	G2159
G2049	G2162
G2049	G2186
G2049	G2192
G2049	G2198
G2049	G2216
G2049	G2223
G2049	G2230
G2049	G2239
G2049	G2240
G2049	G2247
G2049	G2251
G2049	G2259
G2049	G228
G2049	G2290
G2049	G2308
G2049	G231
G2049	G2319
G2049	G2329
G2049	G2338
G2049	G2350
G2049	G236
G2049	G2389
G2049	G2395
G2049	G2405
G2049	G2415
G2049	G2418
G2049	G2425
G2049	G2428
G2049	G2432
G2049	G244
G2049	G2503
G2049	G2517
G2049	G2528
G2049	G2539
G2049	G2552
G2049	G2574
G2049	G2577
G2049	G2582
G2049	G2591
G2049	G2593
G2049	G2616
G2049	G2653
G2049	G2672
G2049	G2675
G2049	G2679
G2049	G2684
G2049	G2691
G2049	G2702
G2049	G2706
G2049	G2708
G2049	G2716
G2049	G274
G2049	G2742
G2049	G2771
G2049	G2797
G2049	G2815
G2049	G2816
G2049	G2819
G2049	G2823
G2049	G2827
G2049	G284
G2049	G2840
G2049	G2850
G2049	G2867
G2049	G2874
G2049	G2877
G2049	G2888
G2049	G2896
G2049	G291
G2049	G292
G2049	G2925
G2049	G2927
G2049	G2935
G2049	G2938
G2049	G2943
G2049	G2975
G2049	G2995
G2049	G2998
G2049	G301
G2049	G3016
G2049	G3067
G2049	G3068
G2049	G3081
G2049	G3100
G2049	G3101
G2049	G3102
G2049	G3103
G2049	G3135
G2049	G3137
G2049	G3143
G2049	G3168
G2049	G3178
G2049	G3211
G2049	G3228
G2049	G3246
G2049	G3250
G2049	G3264
G2049	G3280
G2049	G3284
G2049	G3296
G2049	G3300
G2049	G3301
G2049	G3317
G2049	G332
G2049	G3388
G2049	G3389
G2049	G3395
G2049	G3400
G2049	G3405
G2049	G3413
G2049	G3420
G2049	G3423
G2049	G3465
G2049	G348
G2049	G3485
G2049	G3495
G2049	G3496
G2049	G3500
G2049	G3501
G2049	G3525
G2049	G3537
G2049	G3538
G2049	G3544
G2049	G3545
G2049	G3555
G2049	G3580
G2049	G3594
G2049	G3609
G2049	G3664
G2049	G3666
G2049	G3669
G2049	G3671
G2049	G3677
G2049	G3682
G2049	G3687
G2049	G3690
G2049	G3693
G2049	G3696
G2049	G37
G2049	G3709
G2049	G3713
G2049	G3718
G2049	G372
G2049	G3720
G2049	G3722
G2049	G3724
G2049	G3726
G2049	G3744
G2049	G3776
G2049	G3782
G2049	G3802
G2049	G3805
G2049	G3812
G2049	G3826
G2049	G3855
G2049	G3858
G2049	G3876
G2049	G3897
G2049	G392
G2049	G393
G2049	G3934
G2049	G3935
G2049	G3945
G2049	G3946
G2049	G3969
G2049	G3989
G2049	G3993
G2049	G4004
G2049	G4023
G2049	G4030
G2049	G4031
G2049	G4032
G2049	G4034
G2049	G4038
G2049	G4042
G2049	G4043
G2049	G406
G2049	G4061
G2049	G4065
G2049	G4077
G2049	G4088
G2049	G409
G2049	G4095
G2049	G4104
G2049	G4108
G2049	G4110
G2049	G412
G2049	G4137
G2049	G4138
G2049	G4151
G2049	G4160
G2049	G4179
G2049	G4197
G2049	G4226
G2049	G4238
G2049	G4239
G2049	G424
G2049	G4245
G2049	G4249
G2049	G4260
G2049	G4275
G2049	G4291
G2049	G4294
G2049	G4314
G2049	G4321
G2049	G4337
G2049	G4348
G2049	G4352
G2049	G4359
G2049	G437
G2049	G4371
G2049	G4406
G2049	G4418
G2049	G4433
G2049	G4449
G2049	G4461
G2049	G4468
G2049	G4499
G2049	G473
G2049	G496
G2049	G514
G2049	G52
G2049	G520
G2049	G526
G2049	G527
G2049	G550
G2049	G563
G2049	G567
G2049	G569
G2049	G582
G2049	G586
G2049	G590
G2049	G599
G2049	G617
G2049	G629
G2049	G652
G2049	G654
G2049	G728
G2049	G739
G2049	G750
G2049	G751
G2049	G752
G2049	G753
G2049	G758
G2049	G768
G2049	G772
G2049	G775
G2049	G778
G2049	G785
G2049	G788
G2049	G794
G2049	G809
G2049	G816
G2049	G825
G2049	G826
G2049	G833
G2049	G834
G2049	G843
G2049	G859
G2049	G862
G2049	G87
G2049	G882
G2049	G885
G2049	G894
G2049	G895
G2049	G900
G2049	G906
G2049	G912
G2049	G921
G2049	G924
G2049	G928
G2049	G959
G2049	G983
G2049	G987
G2049	G999
G205	G2090
G205	G2717
G205	G3273
G205	G4202
G2050	G2057
G2050	G2063
G2050	G2075
G2050	G2077
G2050	G2082
G2050	G2085
G2050	G2086
G2050	G2089
G2050	G2161
G2050	G2165
G2050	G2177
G2050	G2209
G2050	G2213
G2050	G2226
G2050	G2241
G2050	G2247
G2050	G2248
G2050	G2256
G2050	G2259
G2050	G228
G2050	G2285
G2050	G23
G2050	G2308
G2050	G2329
G2050	G2338
G2050	G235
G2050	G2361
G2050	G24
G2050	G2401
G2050	G2402
G2050	G2405
G2050	G2416
G2050	G2418
G2050	G242
G2050	G2452
G2050	G2476
G2050	G2485
G2050	G2529
G2050	G2544
G2050	G2579
G2050	G2591
G2050	G2616
G2050	G2643
G2050	G2662
G2050	G2675
G2050	G2684
G2050	G2704
G2050	G2732
G2050	G2771
G2050	G2794
G2050	G2797
G2050	G2798
G2050	G2819
G2050	G2828
G2050	G2844
G2050	G2853
G2050	G2861
G2050	G2877
G2050	G2888
G2050	G2890
G2050	G2896
G2050	G2902
G2050	G2904
G2050	G2927
G2050	G2935
G2050	G2938
G2050	G2955
G2050	G2975
G2050	G2982
G2050	G3001
G2050	G3014
G2050	G3040
G2050	G3103
G2050	G3136
G2050	G3168
G2050	G3178
G2050	G3193
G2050	G3213
G2050	G3215
G2050	G3246
G2050	G3276
G2050	G3280
G2050	G3300
G2050	G3303
G2050	G3309
G2050	G3342
G2050	G336
G2050	G3420
G2050	G3424
G2050	G348
G2050	G3517
G2050	G3558
G2050	G3565
G2050	G3566
G2050	G3571
G2050	G3594
G2050	G3631
G2050	G365
G2050	G3663
G2050	G3664
G2050	G3670
G2050	G3677
G2050	G368
G2050	G3682
G2050	G3684
G2050	G3690
G2050	G3693
G2050	G3696
G2050	G3718
G2050	G3720
G2050	G3791
G2050	G3802
G2050	G3818
G2050	G3826
G2050	G3830
G2050	G3836
G2050	G3853
G2050	G386
G2050	G3860
G2050	G3869
G2050	G387
G2050	G3889
G2050	G3909
G2050	G3947
G2050	G395
G2050	G3954
G2050	G3981
G2050	G399
G2050	G4007
G2050	G4026
G2050	G4043
G2050	G4048
G2050	G407
G2050	G4077
G2050	G4088
G2050	G4095
G2050	G4154
G2050	G4160
G2050	G4165
G2050	G4176
G2050	G4183
G2050	G4189
G2050	G4200
G2050	G4205
G2050	G4234
G2050	G4249
G2050	G4254
G2050	G4265
G2050	G4272
G2050	G4285
G2050	G4301
G2050	G4314
G2050	G4322
G2050	G4371
G2050	G4461
G2050	G4467
G2050	G4473
G2050	G4480
G2050	G486
G2050	G499
G2050	G519
G2050	G534
G2050	G550
G2050	G569
G2050	G58
G2050	G599
G2050	G657
G2050	G675
G2050	G695
G2050	G716
G2050	G770
G2050	G785
G2050	G788
G2050	G801
G2050	G804
G2050	G810
G2050	G828
G2050	G845
G2050	G856
G2050	G87
G2050	G882
G2050	G900
G2050	G943
G2050	G992
G2050	G997
G2051	G2294
G2051	G2345
G2051	G2380
G2051	G2498
G2051	G263
G2051	G3213
G2051	G3260
G2051	G3512
G2051	G3551
G2051	G3704
G2051	G4216
G2051	G4378
G2051	G4482
G2051	G685
G2051	G863
G2051	G997
G2052	G2141
G2052	G2198
G2052	G2503
G2052	G2635
G2052	G3082
G2052	G3143
G2052	G3317
G2052	G3409
G2052	G3500
G2052	G3525
G2052	G4412
G2052	G544
G2053	G2168
G2053	G2178
G2053	G2219
G2053	G2289
G2053	G2314
G2053	G2315
G2053	G2339
G2053	G2358
G2053	G2359
G2053	G2394
G2053	G2482
G2053	G2514
G2053	G254
G2053	G2554
G2053	G2557
G2053	G2585
G2053	G259
G2053	G2607
G2053	G2611
G2053	G2622
G2053	G2673
G2053	G2689
G2053	G2709
G2053	G2752
G2053	G2783
G2053	G2792
G2053	G2866
G2053	G2878
G2053	G2929
G2053	G2956
G2053	G2996
G2053	G3054
G2053	G3110
G2053	G3150
G2053	G3162
G2053	G3165
G2053	G318
G2053	G3254
G2053	G3318
G2053	G3346
G2053	G3366
G2053	G337
G2053	G3377
G2053	G3397
G2053	G3482
G2053	G3507
G2053	G3513
G2053	G3553
G2053	G3603
G2053	G3624
G2053	G3723
G2053	G3732
G2053	G3754
G2053	G3765
G2053	G3824
G2053	G3867
G2053	G3906
G2053	G4033
G2053	G4039
G2053	G410
G2053	G4176
G2053	G4201
G2053	G4215
G2053	G4224
G2053	G4269
G2053	G4271
G2053	G4313
G2053	G4340
G2053	G4381
G2053	G4402
G2053	G4416
G2053	G4440
G2053	G4489
G2053	G4496
G2053	G453
G2053	G501
G2053	G694
G2053	G698
G2053	G749
G2053	G791
G2053	G806
G2053	G896
G2053	G93
G2054	G2544
G2054	G2619
G2054	G2751
G2054	G3894
G2054	G4252
G2054	G947
G2055	G2186
G2055	G2189
G2055	G2223
G2055	G2230
G2055	G2239
G2055	G2240
G2055	G231
G2055	G2405
G2055	G2415
G2055	G2574
G2055	G2593
G2055	G2684
G2055	G2706
G2055	G2765
G2055	G2771
G2055	G2797
G2055	G2850
G2055	G2877
G2055	G2927
G2055	G2943
G2055	G2975
G2055	G2995
G2055	G301
G2055	G3048
G2055	G3068
G2055	G3102
G2055	G3103
G2055	G3127
G2055	G3143
G2055	G3178
G2055	G3246
G2055	G3310
G2055	G3388
G2055	G3392
G2055	G3420
G2055	G3489
G2055	G3501
G2055	G3525
G2055	G3537
G2055	G3555
G2055	G3580
G2055	G3682
G2055	G3694
G2055	G3696
G2055	G3744
G2055	G3774
G2055	G3897
G2055	G3923
G2055	G3928
G2055	G3929
G2055	G3941
G2055	G400
G2055	G4004
G2055	G4029
G2055	G4031
G2055	G4034
G2055	G4038
G2055	G4065
G2055	G4077
G2055	G4088
G2055	G409
G2055	G4095
G2055	G4226
G2055	G4238
G2055	G4249
G2055	G4267
G2055	G4337
G2055	G4418
G2055	G4461
G2055	G4468
G2055	G451
G2055	G652
G2055	G654
G2055	G679
G2055	G739
G2055	G751
G2055	G753
G2055	G758
G2055	G794
G2055	G809
G2055	G825
G2055	G833
G2055	G837
G2055	G843
G2055	G872
G2055	G890
G2055	G959
G2055	G999
G2057	G2063
G2057	G2076
G2057	G2077
G2057	G2082
G2057	G2085
G2057	G2086
G2057	G2089
G2057	G2159
G2057	G2161
G2057	G2165
G2057	G2177
G2057	G2192
G2057	G2209
G2057	G2210
G2057	G2213
G2057	G2226
G2057	G2241
G2057	G2247
G2057	G2248
G2057	G2256
G2057	G2258
G2057	G2259
G2057	G2285
G2057	G23
G2057	G2308
G2057	G2322
G2057	G2329
G2057	G2338
G2057	G2344
G2057	G2346
G2057	G2357
G2057	G2360
G2057	G2361
G2057	G2389
G2057	G24
G2057	G2401
G2057	G2402
G2057	G2405
G2057	G2416
G2057	G2418
G2057	G242
G2057	G2428
G2057	G2452
G2057	G2476
G2057	G2485
G2057	G2505
G2057	G2516
G2057	G2544
G2057	G2579
G2057	G2591
G2057	G2600
G2057	G2643
G2057	G2675
G2057	G2684
G2057	G2732
G2057	G2771
G2057	G2794
G2057	G2797
G2057	G2798
G2057	G2816
G2057	G2819
G2057	G2827
G2057	G2828
G2057	G2844
G2057	G2850
G2057	G2853
G2057	G2877
G2057	G2888
G2057	G2896
G2057	G2902
G2057	G2904
G2057	G291
G2057	G2915
G2057	G2923
G2057	G2927
G2057	G2935
G2057	G2938
G2057	G2955
G2057	G2975
G2057	G2982
G2057	G2993
G2057	G3001
G2057	G3014
G2057	G3025
G2057	G3040
G2057	G3049
G2057	G3063
G2057	G3103
G2057	G3143
G2057	G3152
G2057	G3168
G2057	G3178
G2057	G3190
G2057	G3193
G2057	G3211
G2057	G3215
G2057	G3219
G2057	G325
G2057	G3276
G2057	G3280
G2057	G3300
G2057	G3309
G2057	G3340
G2057	G3342
G2057	G3358
G2057	G336
G2057	G338
G2057	G3381
G2057	G3395
G2057	G341
G2057	G3420
G2057	G3436
G2057	G348
G2057	G3495
G2057	G3517
G2057	G3565
G2057	G3566
G2057	G3571
G2057	G3584
G2057	G3594
G2057	G3631
G2057	G365
G2057	G3657
G2057	G3663
G2057	G3664
G2057	G3677
G2057	G3682
G2057	G3684
G2057	G3690
G2057	G3715
G2057	G3718
G2057	G3720
G2057	G3791
G2057	G3802
G2057	G3804
G2057	G3826
G2057	G3830
G2057	G3845
G2057	G3853
G2057	G3860
G2057	G3861
G2057	G3869
G2057	G387
G2057	G3886
G2057	G3889
G2057	G3909
G2057	G3941
G2057	G3945
G2057	G3947
G2057	G3981
G2057	G399
G2057	G4007
G2057	G4043
G2057	G4048
G2057	G405
G2057	G407
G2057	G4077
G2057	G4088
G2057	G4092
G2057	G4095
G2057	G4112
G2057	G4116
G2057	G412
G2057	G4148
G2057	G4160
G2057	G4165
G2057	G4176
G2057	G4179
G2057	G4183
G2057	G4189
G2057	G4190
G2057	G420
G2057	G4200
G2057	G4219
G2057	G4223
G2057	G4249
G2057	G4254
G2057	G4272
G2057	G4295
G2057	G4300
G2057	G4301
G2057	G4314
G2057	G4322
G2057	G4353
G2057	G4371
G2057	G4397
G2057	G4406
G2057	G4467
G2057	G4473
G2057	G4475
G2057	G4480
G2057	G4486
G2057	G472
G2057	G486
G2057	G499
G2057	G519
G2057	G522
G2057	G562
G2057	G582
G2057	G598
G2057	G599
G2057	G603
G2057	G657
G2057	G662
G2057	G716
G2057	G75
G2057	G753
G2057	G755
G2057	G770
G2057	G775
G2057	G785
G2057	G788
G2057	G801
G2057	G804
G2057	G809
G2057	G810
G2057	G825
G2057	G826
G2057	G843
G2057	G845
G2057	G856
G2057	G865
G2057	G87
G2057	G882
G2057	G890
G2057	G900
G2057	G906
G2057	G921
G2057	G943
G2057	G951
G2057	G960
G2057	G964
G2057	G992
G2057	G997
G2057	G999
G2058	G2265
G2058	G2546
G2058	G2604
G2058	G2983
G2058	G3329
G2058	G3399
G2058	G340
G2058	G3617
G2058	G3966
G2058	G4279
G2058	G4382
G2058	G774
G2058	G844
G206	G2096
G206	G2117
G206	G2124
G206	G2131
G206	G2151
G206	G2186
G206	G2198
G206	G2240
G206	G2290
G206	G231
G206	G236
G206	G2415
G206	G2425
G206	G2454
G206	G2517
G206	G2539
G206	G2577
G206	G2691
G206	G2702
G206	G2706
G206	G2843
G206	G2859
G206	G2867
G206	G292
G206	G2995
G206	G301
G206	G3016
G206	G3041
G206	G3068
G206	G3127
G206	G3148
G206	G3264
G206	G3388
G206	G3405
G206	G3508
G206	G3536
G206	G3537
G206	G3544
G206	G3580
G206	G3666
G206	G3669
G206	G3671
G206	G3694
G206	G3696
G206	G37
G206	G3713
G206	G372
G206	G3883
G206	G3897
G206	G392
G206	G3946
G206	G4004
G206	G4031
G206	G4061
G206	G409
G206	G4093
G206	G4104
G206	G4108
G206	G412
G206	G4151
G206	G4245
G206	G4273
G206	G4291
G206	G4294
G206	G4321
G206	G4333
G206	G4343
G206	G4468
G206	G4469
G206	G4474
G206	G4500
G206	G468
G206	G514
G206	G520
G206	G563
G206	G625
G206	G751
G206	G758
G206	G772
G206	G778
G206	G833
G206	G885
G206	G912
G206	G928
G206	G983
G2060	G2159
G2060	G2573
G2060	G2616
G2060	G2631
G2060	G2683
G2060	G2726
G2060	G2853
G2060	G291
G2060	G2927
G2060	G2993
G2060	G3009
G2060	G3393
G2060	G3456
G2060	G3495
G2060	G3696
G2060	G3791
G2060	G3845
G2060	G3853
G2060	G3920
G2060	G3945
G2060	G4160
G2060	G420
G2060	G4281
G2060	G4406
G2060	G500
G2060	G514
G2060	G728
G2060	G972
G2060	G982
G2061	G2084
G2061	G2320
G2061	G2439
G2061	G2816
G2061	G3049
G2061	G3794
G2061	G3967
G2061	G4231
G2063	G2076
G2063	G2077
G2063	G2082
G2063	G2085
G2063	G2086
G2063	G2089
G2063	G2159
G2063	G2161
G2063	G2165
G2063	G2177
G2063	G2190
G2063	G2204
G2063	G2208
G2063	G2209
G2063	G2226
G2063	G2241
